下第春愁甚 行心道肯难 |Ref:劳君远见招
清池养神蔡 已复长虾蟆 |Ref:已复长虾蟆
天门中断楚江开 渔是三车照女名 |Ref:碧水东流至北回
不妨公事资高卧 不见生轩春故头 |Ref:无限诗情要细论
晋鄙兵回为重难 大衣亡土自苦移 |Ref:秦师收旆亦西还
寥寥陋巷独扃门 年岁无时已笛声 |Ref:自乐清虚不厌贫
茅洞烟霞侵寤寐 松峰烟月参闲楼 |Ref:檀溪风月挂樵渔
漂沙坼岸去 映水绕流飞 |Ref:漱壑松柏秃
亭与溪相近 人云烟水同 |Ref:无时不有风
今古长如白练飞 臂弦不见拂尘语 |Ref:一条界破青山色
求名有所避 求利无所营 |Ref:求利无不营
步逸辞群迹 萧华入旧名 |Ref:机真结远心
轲雄骨已朽 终旦日垂多 |Ref:百代徒趑趄
长沙才子远 犹策已人穷 |Ref:钓濑客星悬
清秋无所事 清皙有渔游 |Ref:乘露出遥天
云是昆仑山顶石 海风吹影洞庭吹 |Ref:海风吹落洞庭湖
蹉跎游子意 闻日此中兴 |Ref:眷恋故人心
祈福去邪 鉴终下香 |Ref:绝防无碍
一路三江上 湖山百里中 |Ref:孤舟万里期
仙盘正下露 罗席不中月 |Ref:高柱欲承天
月流春夜短 烟烛夜可平 |Ref:日下秋天速
千岩杂树云霞色 碧水高亭水柳色 |Ref:百道流泉风雨声
仲宣楼上望重湖 云草几见见满山 |Ref:君到潇湘得健无
入室几人成弟子 故家何路生鸿声 |Ref:为儒是处哭先生
我在魏阙下 君朝陈山多 |Ref:谬乘大夫车
历览道更险 贤高风莫开 |Ref:驱使迹频暌
源从颢气何因绝 可有真年不车迟 |Ref:派助前溪岂觉添
到寺多同步 将僧得满松 |Ref:游山未失期
磊落星月高 弃茫土马流 |Ref:苍茫云雾浮
孤莺吟远墅 寒柳向芳轮 |Ref:野杏发山邮
今年此日江边宅 曾共江时不少时 |Ref:卧见琼枝低压墙
肌肤虽瘦损 忧得多间亭 |Ref:方寸任清虚
未逢仙手咏 多似人人歌 |Ref:俗眼见犹轻
烟雨封巫峡 云云入楚魂 |Ref:江淮略孟诸
醉欹梅障晓 头白柳花春 |Ref:歌厌竹枝秋
苍然两片石 度在一孤碧 |Ref:厥状怪且丑
但言贫者拙 时是有无知 |Ref:不言富者贪
常日登楼望 心歌望马迟 |Ref:今朝送客行
泥坂望青城 黄门竹紫林 |Ref:浮云与栈平
祧宗营祀舍 观子在所清 |Ref:幽异胜珠林
骊龙颔下亦生珠 一凤池一一有香 |Ref:便与人间众宝殊
休飞霹雳车 望向在山风 |Ref:罢系虾蟆木
风吹柳花满店香 满楼楼上一墙水 |Ref:吴姬压酒唤客尝
烟吐白龙头宛转 罗骄青水底回霜 |Ref:扇开青雉尾参差
台倾鳷鹊观 云拂凤女寻 |Ref:宫没凤凰楼
南中虽可悦 始自泣能爱 |Ref:北思日悠哉
为谢登临客 怀君不寄言 |Ref:琼林寄一攀
高马达官厌酒肉 出庐登路为长诗 |Ref:此辈杼轴茅茨空
薄帷乍飘卷 芳风常动风 |Ref:襟带轻摇飏
风景轻吴会 人馀入楚台 |Ref:文章变越谣
虚牖闲生白 高林共死真 |Ref:鸣琴静对言
鸣驺分骑吏 闲服系芳文 |Ref:列烛散康庄
堆堆路傍堠 水日云不闻 |Ref:一双复一只
不知临绝槛 销失有长钗 |Ref:乃见西江流
此时瞻相府 江日寄何穷 |Ref:心事比旌悬
嗟嗟有隋氏 亦是如所逢 |Ref:惛惛谁与俦
依依陵树色 归向大人寒 |Ref:空绕古原青
飞燕倚身轻 争人巧我名 |Ref:争人巧笑名
静言澄义海 不见到当地 |Ref:发论上词锋
客程千里远 离思一帆归 |Ref:别念一帆悬
谁能书阁下 画善此门归 |Ref:白首太玄经
美人胡为隔秋水 日坐徒当长长甍 |Ref:焉得置之贡玉堂
骨肉同衾裯 宁将相相得 |Ref:至死不相离
终须撰取新诗品 且是欣清凉水云 |Ref:更比芙蓉出水花
夜霜凝树羽 春雁入林边 |Ref:朝日照相风
荆扉带郊郭 宜夜见老寺 |Ref:稼穑满东菑
欲徇五斗禄 骨地三侯名 |Ref:其如七不堪
旧垄转芜绝 贻山迎已残 |Ref:新坟日罗列
勉从天帝诉 不用千中春 |Ref:天上寡沈厄
葛衣香有露 泥簟玉无行 |Ref:罗幕静无尘
春庭晓景别 风树落花度 |Ref:清露花逦迤
自握蛇珠辞白屋 不曾罗曲念寒更 |Ref:欲凭鸡卜谒金门
同倾菊花酒 孤宴一枝歌 |Ref:缓棹木兰桡
荒营寂寂隐山椒 树木雨苍发雨发 |Ref:春意空惊故柳条
时乘平肩舆 楼途佩石道 |Ref:出入畏人知
永去长安道 此来暂不逐 |Ref:徒闻京兆阡
诚知暂别那惆怅 未自青山更信身 |Ref:明日藤花独自看
仙翁每被嫦娥使 白竹池常有得同 |Ref:一度逢圆一度吟
况以丈人师 万鸣唯所苋 |Ref:将济安川流
下国闲归去 如人静半分 |Ref:他人少此情
会有铿锵夫 性知安在人 |Ref:见之目生光
盛藩资右戚 泛命竟归宗 |Ref:连萼重皇情
独留芳翰悲前迹 犹寄清风爱住情 |Ref:陌上恐伤桃李颜
美酒易倾尽 高歌难不违 |Ref:好诗难卒酬
但得百寮师长肝胆 古塞有般曾不金里 |Ref:不用三军罗绮金银
浅觞宁及醉 慢舸不知移 |Ref:慢舸不知移
竹深风倍冷 风冷水多秋 |Ref:堂迥磬偏清
虚教作铜臭 忧恨有里来 |Ref:空使外人传
舜弦和雅熏风吹 不出文人人归车 |Ref:文王武王弦更悲
旋罄周旋礼 空平秦少食 |Ref:愧无海陆珍
周处长桥役 长师忆寻名 |Ref:侯调短弄哀
何日武台坐 此土方里人 |Ref:兵符授虎臣
际会非有欲 以命岂圣然 |Ref:往来是无妄
今日亲闻诵此经 始觉无行皆宝<unk> |Ref:始觉山河无寸地
天下兵虽满 江中本不还 |Ref:春光日自浓
城下秋江寒见底 石头寒水长何里 |Ref:宾筵莫讶食无鱼
鼻息干虹蜺 当声尽如飞 |Ref:行人皆怵惕
穷老真无事 中时岁有图 |Ref:江山已定居
卢子尚高节 竹房还近郊 |Ref:终南卧松雪
独胜事有然 清阁不无客 |Ref:旁惊汗流浼
闻客病时惭体健 旧门恩暂喜门牛 |Ref:见人忙处觉心闲
采访宁遗草泽人 高山山卧衡田骨 |Ref:诏搜无不降蒲轮
白萍红蓼碧江涯 西树青山清路斜 |Ref:日暖双双立睡时
结翠成新幄 开红入旧枝 |Ref:开红满故枝
浦暗渔舟入 山寒晓犬浮 |Ref:川长猎骑稀
惟当待责免 闲不复归归 |Ref:耕劚归沟塍
惠好一何深 中门无曾出 |Ref:中门不曾出
罗帏送上七香车 锦马诗中此字亦 |Ref:宝扇迎归九华帐
醉舞高歌海上山 醉歌归暮天南首 |Ref:天瓢承露结金丹
满堂尽是忠义士 诗话不出壮精天 |Ref:何意得有谗谀人
晨拂鸟路行 夜披花悲期 |Ref:暮投人烟宿
高坟五六墩 仙气不三量 |Ref:崒兀栖猛虎
太液无弹射 上干有吹起 |Ref:灵禽翅不垂
嗟余潦倒久不利 老是修年佐若车 |Ref:忍复感激论元元
世德既颠坠 藓公方复愁 |Ref:素怀亦堙沦
汉高辛苦事干戈 胡老三边道武公 |Ref:帝业兴隆俊杰多
曲岸留缇骑 香雁避尘阳 |Ref:中流转彩船
晚翠深云窦 回金照碧旗 |Ref:寒台净石梁
枫岸月斜明 清沙江水秋 |Ref:猿啼旅梦惊
入万死 得难生 |Ref:求一生
子爱寒山子 君松夜不闻 |Ref:歌惟乐道歌
恩沾长寿酒 幸待圣人书 |Ref:归遗同心人
六百商於路 春城长战殿 |Ref:崎岖古共闻
姊妹弟兄皆列土 随王宾路无海河 |Ref:可怜光彩生门户
祥符淑气 物表女楼 |Ref:庆集柔明
解颐通善谑 随日出无人 |Ref:喻指穷精义
主人贪贵达 山客行不知 |Ref:清境属邻翁
云是妻哭夫 恩生犹一酒 |Ref:夫年二十五
圆光照一海 色色开千年 |Ref:远客在孤舟
文寡和兮思深 事无语兮身恩 |Ref:道难知兮行独
碧竿微露月玲珑 谢豹伤心独叫风 |Ref:谢豹伤心独叫风
金罍何足贵 瑶席为回升 |Ref:瑶席几回升
梧桐老去残花开 半柳相相行笑来 |Ref:犹似当时美人影
冷露湿茆屋 闲容落莲飞 |Ref:暗泉冲竹篱
子将陪禁掖 元此礼芳梁 |Ref:亭伯限江湖
飞光动旗帜 散响惊环珮 |Ref:散响惊环珮
群峰郁初霁 九江风正川 |Ref:泼黛若鬟沐
庄生晓梦迷蝴蝶 家遥芰叶语断鹤 |Ref:望帝春心托杜鹃
山郡多风雨 海生有吏回 |Ref:西楼更萧条
早秋惊落叶 今雨堕残舟 |Ref:飘零似客心
日照蓬阴转 人生兰影开 |Ref:风微野气和
五日酺才毕 秋风苑路津 |Ref:千年乐未央
流莺百啭和残漏 <unk>草还馀叹馀声 |Ref:犹把芳樽藉露莎
想到千山外 风风百不中 |Ref:沧江正暮春
不堪惭颂德 可是谢陶陶 |Ref:空此望簪缨
沧海初看汉月明 金星欲是胡中尘 |Ref:紫微已见胡星落
越喜飞排瘴 地然正拂戍 |Ref:胡愁厚盖砂
大汉历五叶 向蕊数一邻 |Ref:斯文复崇推
纤手怨玉琴 此人娇碧箔 |Ref:清晨起长叹
希垂拂拭惠 几共登文门 |Ref:感激愿相投
断绝如残漏 疏来穷远朋 |Ref:凄清不隔云
想得沈潜水府时 可然愁称自成知 |Ref:兴云出雨蟠蛟螭
乐中何乐偏堪赏 但自徒如亦望寻 |Ref:无过夜深听方响
南登有词赋 咫望无海王 |Ref:知尔吊长沙
草堂每多暇 何是长相醉 |Ref:时谒山僧门
我独全生异此辈 无能见人似知离 |Ref:顺时荣落不相背
关山劳策蹇 何绝自为穷 |Ref:僮仆惯投人
旋知偃兵革 于生十二生 |Ref:长是汉家亲
喜闻题宝偈 受记莫由同 |Ref:受记莫由同
顿作超三界 云流在百石 |Ref:浑疑证六通
一朝和殷羹 如有滤轻轻 |Ref:光气为列星
只愁才曲罢 何日上歌移 |Ref:云雨去巴东
画古全无迹 名生不有名 |Ref:林寒却有烟
烟霭长薄含 生应屡大抱 |Ref:临流小溪涩
碌碌迷藏器 贪芳不长去 |Ref:规规守挈瓶
相逢是遗人 相赏不名说 |Ref:当合识荣辱
回眸盼七炁 吐上如王王 |Ref:运足驰疏星
吟近秋光思不穷 便还寒色成心计 |Ref:酷探骚雅愧无功
朝览夷胡传 翠横衣飞望 |Ref:暮习颍阳书
长怀赤松意 幽路丹兰琴 |Ref:复忆紫芝歌
公暇及私身 老心敢下神 |Ref:何能独闲步
一醉未醒花又落 是言难醉路无悲 |Ref:故乡回首楚关东
画得自家梳洗样 六头大地人因心 |Ref:相凭女伴把来呈
有钱无钱俱可怜 有浪时死上花新 |Ref:百年骤过如流川
小桃闲上小莲船 红莲一三千日年 |Ref:半采红莲半白莲
下楼闲待月 绝马静随风 |Ref:行乐笑题诗
觉寒蛩近壁 草草鸟遥闻 |Ref:知暝鹤归笼
旭日悬清景 幽天属碧朝 |Ref:微风在绿条
平子游都久 高门卧折娟 |Ref:知君坐见嗤
悠溶杳若去无穷 古水春春来难发 |Ref:五色澄潭鸭头绿
嘉植鲜危朽 芳峰扫远心 |Ref:膏理易滋荣
挂席冲岚翠 居头拂日朝 |Ref:携筇破藓纹
楚客凛秋时 秦人惊水望 |Ref:桓公旧台上
南邻阻杖藜 远鹤闲傍老 |Ref:屐齿绕床泥
丹丘凤凰隐 天月鸡子飞 |Ref:水庙蛟龙集
氛氲岘首夕 相歌舞回晚 |Ref:苍翠剡中秋
登高何处见琼枝 望望南天东上鼙 |Ref:白露黄花自绕篱
更有真僧来 遥落满不开 |Ref:道场救诸苦
眷恋青春色 云连白酒香 |Ref:含毫俯碧湾
董泽雷声发 鱼和吹气和 |Ref:汾桥水气凉
新浴振轻衣 长看风去飞 |Ref:满堂寒月色
武陵春色好 百事不花多 |Ref:十二酒家楼
江湖同避地 分手共依依 |Ref:分首自依依
千里枫林烟雨深 无朝无恨有猿吟 |Ref:无朝无暮有猿吟
汀洲一夜泊 宫树连月生 |Ref:久客半连樯
二仪初创象 三星尚分形 |Ref:三才乃分位
既贤且哲 我我何仪 |Ref:惟孝与友
如今失路寻知己 谁似江乡得塞尘 |Ref:行尽关山无一人
游人甘失路 岁发莫归阴 |Ref:野鹤亦离群
要路愈远 药山不失 |Ref:幽行为迟
鹤令先去看山近 势觉无无处得移 |Ref:云碍初飞到寺迟
钱满荒阶绿 马藏暮寺寒 |Ref:尘浮虚帐红
野火流穿苑 献鼓绕石城 |Ref:秦山叠入巴
长亭岁尽雪如波 叠水东来云未归 |Ref:此去秦关路几多
悠扬来不已 独复去飞寒 |Ref:杳霭去何从
斜溪横桂渚 斜日下云色 |Ref:小径入桃源
由来具飞楫 不是非济陟 |Ref:暂拟控鸣弦
钟绝分宫漏 人多认夜田 |Ref:萤微隔御沟
妇女衣襟便佞舌 人知讵小易高凉 |Ref:始得金笼日提挈
兹焉激切句 复用离良游 |Ref:非是等闲歌
旧第开朱门 古官出玉楼 |Ref:长安城中央
残药倘能沾朽质 文心相肯见君情 |Ref:愿将霄汉永为邻
北方竫人长九寸 开口抵掌更笑喧 |Ref:开口抵掌更笑喧
顾我从今日 劳君为此时 |Ref:闻经悟宿缘
蚕丛及鱼凫 开国何茫然 |Ref:开国何茫然
捧日皆元老 君龙自不辛 |Ref:宣风尽大彭
水闻南涧险 如见北山来 |Ref:烟望北林繁
昏曀无昼夜 酒苦不有心 |Ref:羽檄复相惊
投壶华馆静 出马一朝行 |Ref:纵酒凉风夕
张骞却上知何日 画我守鱼山访夕 |Ref:随会归期在此年
才非贾傅亦迁官 海上相州不不君 |Ref:五月驱羸上七盘
清风月白更三点 白露云空在千声 |Ref:未放华阳鹤上人
迎雨缘池草 寻风生竹新 |Ref:摧花倚树风
故人来自远 诗日在相亲 |Ref:邑宰复初临
红杏园中终拟醉 未看花里勿还还 |Ref:白云山下懒归耕
如何紫芝客 更不白桂游 |Ref:相忆白云深
戍楼西望烟尘黑 秋月寒啼雾木红 |Ref:汉兵屯在轮台北
细看便是华严偈 自言将门抱上幡 |Ref:方便风开智慧花
哀弦古乐清人耳 不听声声我事间 |Ref:月露激寒哭秋鬼
茶烹松火红 松寺竹泉素 |Ref:酒吸荷杯绿
南朝秋色满 一古夜光繁 |Ref:君去意如何
不敢负建鼓 何人待长旌 |Ref:唯忧掉降旗
文鲸掉尾四海通 早人来头西见见 |Ref:分明瀑布收灵桐
南方六七月 北子独相宾 |Ref:出入异中原
坛滴槐花露 虚来竹叶更 |Ref:香飘柏子风
剃头未必知心法 一得无人不为人 |Ref:要且闲于名利人
谁见衡门里 知君指路行 |Ref:终朝自在贫
浪引浮槎依北岸 波分晓日浸东山 |Ref:波分晚日见东山
泪堕思山切 愁鸣声夜长 |Ref:身归转路遥
游人问老吏 流世到来知 |Ref:相对聊感伤
甲午憩时门 三门自自全 |Ref:临泉窥斗龙
愿作城上乌 一年生下雏 |Ref:一年生九雏
锦里烟尘外 江头值数人 |Ref:江村八九家
景当烟雾歇 天里玉川通 |Ref:心喜锦翎齐
玉关尘卷静 金微路已通 |Ref:金微路已通
逗石流何险 分云不不移 |Ref:通关运固赊
孤桐秘虚鸣 相鞭在蛟施 |Ref:朴素传幽真
喧卑方避俗 清去不何人 |Ref:疏快颇宜人
绿章封事谘元父 天子中断生水安 |Ref:六街马蹄浩无主
树色应无江北秋 满云流尽梦南风 |Ref:天涯尚见淮阳月
忽看阳焰发 生此气鸟及 |Ref:如睹吉光流
寿尽天年命不通 雪茫积下伤神宜 |Ref:钓溪吟月便成翁
白发沧浪上 青入楚此中 |Ref:全忘是与非
所求竟无绪 谁能徒清冥 |Ref:裘马欲摧藏
蒲荷影参差 凫鹤雏淋涔 |Ref:凫鹤雏淋涔
地轴为之翻 出出为不难 |Ref:百川皆乱流
诏王来射雁 五帝去常风 |Ref:拜命已挺身
把酒顾美人 生信罗日明 |Ref:请歌邯郸词
古苔封墨沼 白竹满书台 |Ref:深竹映书堂
去家百里不得归 行来一来不不年 |Ref:到官数日秋风起
莫叹连年屈 长看岁已归 |Ref:君须遇至公
小儿一伎竿头绝 曾得相人不心悲 |Ref:天下传呼万岁声
春霖未免妨游赏 远往何妨与是空 |Ref:唯到诗家自有情
拭泪攀杨柳 长条踠地垂 |Ref:长条宛地垂
磊落紫香香亚树 承回风草子馀枝 |Ref:清阴满地昼当轩
一分酒户添犹得 一辨何声入不何 |Ref:五字诗名隐即难
别国桑榆在 时年老柏行 |Ref:沾衣血泪和
义士烈女家 香泉不相为 |Ref:风流吾贤绍
石势虎蹲伏 松数鸟自雄 |Ref:山形龙屈盘
复承天所赐 安得帝人同 |Ref:终宴国之阳
独有成蹊处 庭花作地方 |Ref:秾华发井傍
路上天心重豫游 乱行人信一高词 |Ref:御前恩赐特风流
风还池色定 松水水光新 |Ref:月晚树阴多
关河施芳听 宫地下平尺 |Ref:江海徼新赏
骊珠迸珥逐飞星 点火飞沙压夜月 |Ref:虹晕轻巾掣流电
语斯谅未尽 思在安可足 |Ref:隐显何悠然
店闲无火日 窗胜有鼙蝉 |Ref:村暖斫桑时
雨雪迷燕路 归山失马舟 |Ref:田园隔楚波
潮来津门启 尘傍人山天 |Ref:罢楫信流水
□□□□□ □□□□□ |Ref:□□□□□
凉风度秋海 玉月长寒关 |Ref:吹我乡思飞
小弟发亦白 长客看心重 |Ref:两男俱不强
日月渐长双凤睡 生魂思与一龙行 |Ref:桑田欲变六鳌愁
案前舞者颜如玉 台步饭盟真雪月 |Ref:不著人家俗衣服
影小未遮官舍月 香寒犹出蝉青秋 |Ref:翠浓犹带旧山烟
枭惊堕梁蛇走窦 翠笼黄水水远疏 |Ref:一夫斩颈群雏枯
相逢灞浐间 山地不江顾 |Ref:亲戚不相顾
笑伊乡贡郎 天之在酒光 |Ref:踏土称风流
秋水才深四五尺 秋霜犹向去毛声 |Ref:野航恰受两三人
南潭容伴鹤 东谷不同蝉 |Ref:西笑忽迁莺
酣歌自适逃名久 别马当归逐送时 |Ref:不必门多长者车
当时汉武帝 此日空文都 |Ref:书报桃花春
无食问乐土 家家苦远茅 |Ref:无衣思南州
不知肠断梦 异此更为心 |Ref:空绕几山川
市朝束名利 少日出尘并 |Ref:林泉系清通
纵使他年引仙驾 未胜清发过头冠 |Ref:主人恩在亦应归
无钱可沽酒 有死不无结 |Ref:何以解劬劳
少时不见山 暮日不知攀 |Ref:便觉无奇趣
肃肃金殿里 清明玉树清 |Ref:招贤固在兹
南望庐陵郡 闻听送水池 |Ref:山连五岭长
流莺拂绣羽 出蝶入金襟 |Ref:二月上林期
朝为三室印 夜作五天书 |Ref:晚为三蜀人
闰节开重九 无闱有草城 |Ref:真游下大千
东轩海日已先照 愿得公家长后侯 |Ref:下界晨鸡犹未啼
莲花梵字本从天 百署经书还海石 |Ref:华省仙郎早悟禅
子推言避世 吾贵道伤轻 |Ref:山火遂焚身
蜩甲暗枯秋叶坠 鸟阴冷断断钱头 |Ref:燕雏新去夜巢空
沧海令抛即未能 碧房直是更天来 |Ref:且缘鸾鹤立相仍
选处离松影 虚来知水声 |Ref:穿时减药丛
春风二三月 长我一花年 |Ref:柳密莺正啼
得钱只了还书铺 别尽谁曾一酒看 |Ref:借宅常时事药栏
此别难重陈 花飞不下人 |Ref:花深复变人
皓素中方委 神筵外凤家 |Ref:严凝得更深
爱妾不爱子 夜来无为时 |Ref:为问此何理
木槿花开畏日长 祖梅不自无人间 |Ref:时摇轻扇倚绳床
常抱方外心 披怀何为有 |Ref:且纡人间迹
新曦照危峨 照照伤秋声 |Ref:亿丈恒高袤
秋风入庭树 流雨上天人 |Ref:从此不相见
康乐爱山水 题章性酒时 |Ref:赏心千载同
暖蔼辉迟桃树西 晴低游池花花来 |Ref:高鬟立共桃鬟齐
坐久吟方罢 禅来梦已迟 |Ref:眠初梦未成
尔来屡迁易 白日不离难 |Ref:三度尉洛阳
西园宴公子 天子欢欢欢 |Ref:北里召王侯
自兹心洽迹亦洽 知此世前鬼在天 |Ref:居常并榻游并轩
厨冷难留乌止屋 庭香易寄白离尘 |Ref:门闲可与雀张罗
形容浑瘦削 却见见空来 |Ref:行止强牵拖
外强火未退 使华真且知 |Ref:中锐金方战
宫女犹传洞箫赋 不君空过访笺草 |Ref:国人先咏衮衣诗
怕重愁拈镜 怜轻喜曳罗 |Ref:怜轻喜曳罗
恐是武陵溪 春芳不阳老 |Ref:自闭仙日月
明朝惊破还乡梦 暗夜吟前花雪空 |Ref:定是陈仓碧野鸡
