碧水冥空惟鸟飞 青山不见白头飞<eos> |Ref:长天何处云随雨
昭烈遗黎死尚羞 天边万里无遗迹<eos> |Ref:挥刀斫石恨谯周
未知天地恩何报 不得天台不得人<eos> |Ref:翻对江山思莫开
故山彭泽上 新咏汉中人<eos><eos><eos> |Ref:归梦向汾水
晚花新笋堪为伴 夜食狂鱼犹不吃<eos> |Ref:独入林行不要人
都门数骑出 天阙五星开<eos><eos><eos> |Ref:河口片帆举
莫道苍苍意 何由不可知<eos><eos><eos> |Ref:苍苍眼甚开
客子庖厨薄 诗狂酒食贫<eos><eos><eos> |Ref:江楼枕席清
脱巾吟永日 不觉无人知<eos><eos><eos> |Ref:著屐步荒台
谿谷无异石 不知风落迟<eos><eos><eos> |Ref:塞田始微收
骑省通中掖 旌旗连北城<eos><eos><eos> |Ref:龙楼隔上台
河广篷难度 山寒风相思<eos><eos><eos> |Ref:天遥雁渐低
只闻寻五柳 不见是天涯<eos><eos><eos> |Ref:时到月中还
晚翠深云窦 寒阴落翠罗<eos><eos><eos> |Ref:寒台净石梁
为忆故溪千万树 一枝春色白头红<eos> |Ref:几年辜负雪中开
有时吐向床 不得如满枝<eos><eos><eos> |Ref:枕席不解听
壮时看欲过 不得见春来<eos><eos><eos> |Ref:白首固非遥
浊水污泥清路尘 一声相见不相亲<eos> |Ref:还曾同制掌丝纶
庙中往往来击鼓 不得无人不能见<eos> |Ref:尧本无心尔何苦
玉陛分朝列 金炉夜照吟<eos><eos><eos> |Ref:文章发圣聪
公来练猛士 不得无所为<eos><eos><eos> |Ref:欲夺天边城
我直紫微闼 君家在玉墀<eos><eos><eos> |Ref:手进赏罚词
眷眷章梓州 清风入天里<eos><eos><eos> |Ref:开筵俯高柳
今古若论英达算 不知何处是天州<eos> |Ref:鸱夷高兴固无边
野杏浑休植 山泉自不通<eos><eos><eos> |Ref:幽兰不复纫
人心悬反覆 天地生神化<eos><eos><eos> |Ref:天道暂虚盈
诸侯镇九州 一日在三年<eos><eos><eos> |Ref:天子开四门
官不自谨慎 身无不可论<eos><eos><eos> |Ref:宜即引分往
祚无极 永无人<eos><eos><eos><eos><eos> |Ref:享万春
南中虽可悦 此路不相亲<eos><eos><eos> |Ref:北思日悠哉
年年秋意绪 不敢为心情<eos><eos><eos> |Ref:多向雨中生
东家典钱归碍夜 南山不见不相逢<eos> |Ref:南家贳米出凌晨
北登铜雀上 南海玉丹明<eos><eos><eos> |Ref:西望青松郭
颓云晦庐岳 清气凌远天<eos><eos><eos> |Ref:微鼓辨湓城
辽阳望河县 不见一相思<eos><eos><eos> |Ref:白首无由见
未忧龟负岳 不得是无人<eos><eos><eos> |Ref:且识鸟耘田
松风半夜雨 松叶不成风<eos><eos><eos> |Ref:帘月满堂霜
回步忽山尽 一声无所思<eos><eos><eos> |Ref:万缘从此生
青松带雪悬铜锡 白雪飞明玉女衣<eos> |Ref:白发如霜落铁刀
梵钟交二响 仙步一千枝<eos><eos><eos> |Ref:法日转双轮
先时剑已没 不得不相思<eos><eos><eos> |Ref:陇树久苍然
懿矣元良 其然灵洁<eos><eos><eos><eos> |Ref:万邦以贞
初见歌阳春 不知风夜起<eos><eos><eos> |Ref:韶光变枯木
昼风圆影乱 寒鸟冻雏飞<eos><eos><eos> |Ref:宵雨细声重
三亩丹田无种种 一家青水有遗忧<eos> |Ref:种时须藉赤龙耕
同心再解不心离 不觉风风不可知<eos> |Ref:离字频看字愁灭
不是主人知诈伪 不知人是是生王<eos> |Ref:如何柱石免欹倾
蝉鬓惊秋华发新 一杯春雨不相逢<eos> |Ref:可怜红隙尽埃尘
须知皇汉能扃鐍 不得清天作圣神<eos> |Ref:延得年过四百馀
尔爷只为一杯酒 不得不知人不知<eos> |Ref:此别那知死与生
眇小欺湘燕 清伤不得公<eos><eos><eos> |Ref:团圆笑落星
叶向朝隮密 花随夜雨迟<eos><eos><eos> |Ref:花含宿润开
一苞势欲陊 一死无所为<eos><eos><eos> |Ref:将撑乏寸木
春风已遣归心促 不觉何人问子孙<eos> |Ref:纵复芳菲不可留
敷色高碧岭 清凉风凄苍<eos><eos><eos> |Ref:流芳薄丹霄
苍苍川上月 一见白云人<eos><eos><eos> |Ref:应照妾魂飞
花时一宿碧山前 一夜春风满水桥<eos> |Ref:明月东风叫杜鹃
宫门皆映柳 不见白头船<eos><eos><eos> |Ref:辇路尽穿花
宝塔灵仙涌 金坛礼乐新<eos><eos><eos> |Ref:悬龛造化功
今日送春心 不知春日暮<eos><eos><eos> |Ref:心如别亲故
霁色满川明水驿 一声风雨不相思<eos> |Ref:蝉声落日隐城楼
四面生白云 一时无所见<eos><eos><eos> |Ref:中峰倚红日
蔼蔼军容静 青荧步影深<eos><eos><eos> |Ref:萧萧郡宇宽
和僧抢入云中峭 飞鹤无知水上深<eos> |Ref:带鹤驱成涧底孤
蝶高飞有伴 花落月无丝<eos><eos><eos> |Ref:莺早语无双
同过靖安里 何人问一杯<eos><eos><eos> |Ref:下马寻元九
我爱李侍中 君君不可得<eos><eos><eos> |Ref:标标七尺强
四方无静处 一日有风尘<eos><eos><eos> |Ref:百口度荒年
乱甚无乔木 贫不得龙<unk><eos><eos><eos> |Ref:溪多不钓鱼
锦江元过楚 金树水连蓝<eos><eos><eos> |Ref:剑阁复通秦
巨石凌空黑 高云入海边<eos><eos><eos> |Ref:飞泉照夜明
但仰山岳秀 不知天外心<eos><eos><eos> |Ref:不知江海深
香烬落 月春来<eos><eos><eos><eos><eos> |Ref:枕函欹
楚客西来过旧居 一杯一别到东州<eos> |Ref:读碑寻传见终初
自顾为儒者 何由为此身<eos><eos><eos> |Ref:何由答使君
塞外欲纷纭 天中问饥渴<eos><eos><eos> |Ref:雌雄犹未分
禅宫分两地 仙阁一千枝<eos><eos><eos> |Ref:释子一为心
象物行周礼 天心出九州<eos><eos><eos> |Ref:衣冠集汉都
贵为丞相封侯了 不得君王作醉来<eos> |Ref:归后家人总不知
还随张放友 不得在吴公<eos><eos><eos> |Ref:来向石崇家
偷钓侯家池上雨 看花楼里月明城<eos> |Ref:醉吟隋寺日沈钟
山中二月娑罗会 山上无人不可寻<eos> |Ref:虚呗遥遥愁思人
白云兼似雪 青草不如风<eos><eos><eos> |Ref:清昼乍生寒
劝君稍尽离筵酒 不得无言作酒杯<eos> |Ref:千里佳期难再同
跻山望百城 入石闻一枝<eos><eos><eos> |Ref:目尽增遐愁
川口堤防决 山深鸟叫闲<eos><eos><eos> |Ref:阴车鬼怪掀
暂辍洪炉观剑戟 不知风景不知年<eos> |Ref:还将大笔注春秋
荷君道古诚 不得此生情<eos><eos><eos> |Ref:使我善飞翎
三年闲闷在馀杭 一向春风不可怜<eos> |Ref:曾为梅花醉几场
严冬寒漏长 天子夜相思<eos><eos><eos> |Ref:此夜如何其
叶展影翻当砌月 花轻落暖满枝花<eos> |Ref:花开香散入帘风
楚树七回凋旧叶 秦人一日入天台<eos> |Ref:江人两至宿秋风
所须者衣食 不得为其伦<eos><eos><eos> |Ref:不过饱与温
旋知偃兵革 不见入龙然<eos><eos><eos> |Ref:长是汉家亲
只得两相望 不知人不知<eos><eos><eos> |Ref:不得长相随
诗魔还渐动 酒语不如飞<eos><eos><eos> |Ref:药债未能酬
安知天汉上 不得不相亲<eos><eos><eos> |Ref:白日悬高名
肘腋人情变 帘笼花影晚<eos><eos><eos> |Ref:朝廷物论生
东风已绿瀛洲草 南国犹然闻春愁<eos> |Ref:紫殿红楼觉春好
所得或忧逢郢刃 不知无得为长安<eos> |Ref:凡言皆欲夺天机
涨海积稽天 飞流入城翼<eos><eos><eos> |Ref:群山高嶪地
自顾缨上尘 不知无事非<eos><eos><eos> |Ref:裴回终日夕
谁道从军乐 何由见此人<eos><eos><eos> |Ref:年来镊白须
谁怜明月夜 不见白云行<eos><eos><eos> |Ref:肠断听秋砧
妍媸黑白失本态 不知不得无人知<eos> |Ref:妆成尽似含悲啼
主父西游困不归 不知人事不相亲<eos> |Ref:家人折断门前柳
遇恩一时来 不见东海流<eos><eos><eos> |Ref:窃位三岁寒
瑞日波中上 春风月里开<eos><eos><eos> |Ref:仙禽雾里低
梦惊鸳被觉来时 不得相逢一夜来<eos> |Ref:何处管弦声断续
小桃闲上小莲船 一片春来不见春<eos> |Ref:半采红莲半白莲
行行何所爱 不见一年年<eos><eos><eos> |Ref:遇物自成趣
不是我公重葺理 不知何处是天卿<eos> |Ref:至今犹是一堆灰
见果皆卢橘 看山为白蘋<eos><eos><eos> |Ref:闻禽悉鹧鸪
兽火扬光二三月 龙差走雨一三回<eos> |Ref:细腰楚姬丝竹间
性灵闲似鹤 心远有知人<eos><eos><eos> |Ref:颜状古于松
取醉他乡客 归人见白头<eos><eos><eos> |Ref:相逢故国人
岁岁但防虏 天明无得家<eos><eos><eos> |Ref:西征早晚休
计偕十上竟无成 不得无为不得言<eos> |Ref:忽忆岩居便独行
闲遣青琴飞小雪 不知红叶夜无人<eos> |Ref:自看碧玉破甘瓜
醉教莺送酒 吟处蝶飞迟<eos><eos><eos> |Ref:闲遣鹤看船
谁家夫婿不从征 今向君王道不知<eos> |Ref:应是渔阳别有情
戍烟千里直 山水北江春<eos><eos><eos> |Ref:边雁一行斜
古槎天外落 寒水水中流<eos><eos><eos> |Ref:瀑水日边来
窗飒松篁韵 窗清竹径踪<eos><eos><eos> |Ref:庭兼雪月光
莫道声容远 何如道气微<eos><eos><eos> |Ref:长歌白雪词
又疑伍胥涛 不觉横白龙<eos><eos><eos> |Ref:蛟蜃相蹙拶
生人居外地 不是一年时<eos><eos><eos> |Ref:塞雪下中秋
金碧禺山远 金金御苑新<eos><eos><eos> |Ref:关梁蜀道难
惆怅人间多别离 一声不见一枝啼<eos> |Ref:梅花满眼独行时
舒卷意何穷 不知文业大<eos><eos><eos> |Ref:萦流复带空
十日浓芳一岁程 一声春去不相逢<eos> |Ref:东风初急眼偏明
忆昔秋风起 相逢不可知<eos><eos><eos> |Ref:君曾叹逐臣
舟楫因人动 山山不见人<eos><eos><eos> |Ref:形骸用杖扶
羁人方罢梦 何处是君王<eos><eos><eos> |Ref:独雁忽迷群
方丘既膳 其德惟禋<eos><eos><eos><eos> |Ref:嘉飨载谧
疏影月移壁 清风光满池<eos><eos><eos> |Ref:寒声风满堂
瓶添涧水盛将月 酒带水风生远神<eos> |Ref:衲挂松枝惹得云
柳阴如雾絮成堆 一片青云满水空<eos> |Ref:又引门生饮古台
绿林清旦正朝饥 白日无人玉眼前<eos> |Ref:岂计行人瘦与肥
乔树落疏阴 寒泉落长水<eos><eos><eos> |Ref:微风散烦燠
问之何因尔 不得无所为<eos><eos><eos> |Ref:学与不学欤
四门肃穆贤俊登 一声出塞天如水<eos> |Ref:数君匪亲岂其朋
不是金陵钱太尉 不知三十不知人<eos> |Ref:世间谁肯更容身
有兴多新作 无情不可知<eos><eos><eos> |Ref:携将大府夸
道在有中适 心无无事期<eos><eos><eos> |Ref:机忘无外虞
四面宜绨锦 三年不酒来<eos><eos><eos> |Ref:当头称管弦
夕阳如有意 不觉不知心<eos><eos><eos> |Ref:长傍小窗明
诛茅初一亩 不得是三钱<eos><eos><eos> |Ref:广地方连延
送君江南去 不见东江东<eos><eos><eos> |Ref:秋醉洛阳酒
已年四十四 不得无所为<eos><eos><eos> |Ref:又为五品官
借问池台主 何人为子孙<eos><eos><eos> |Ref:多居要路津
天意资厚养 天名无以言<eos><eos><eos> |Ref:贤人肯相违
玉兔轮中方是树 不知春色不如何<eos> |Ref:金鳌顶上别无山
惆怅人生不满百 一声风起一相思<eos> |Ref:一事无成头雪白
幸承欢赉重 还喜兴颜新<eos><eos><eos> |Ref:不觉醉归遥
荒营寂寂隐山椒 野云清洁动寒泉<eos> |Ref:春意空惊故柳条
便可傲松乔 不知无世事<eos><eos><eos> |Ref:何假杯中渌
小小能织绮 高高香不琴<eos><eos><eos> |Ref:时时出浣纱
地遐物奇怪 天平云为辱<eos><eos><eos> |Ref:水镜涵石剑
举目凄凉入破门 一年春色满江塘<eos> |Ref:鲛人一饭尚知恩
诗翁憔悴劚荒棘 酒牖芳菲过客衣<eos> |Ref:清玉刻佩联玦环
济窘邦储发 论为天子贞<eos><eos><eos> |Ref:蠲穷井赋优
物尚犹如此 人无不可知<eos><eos><eos> |Ref:人争合偶然
江转穿云树 山来见白云<eos><eos><eos> |Ref:心闲随叶舟
铿锵发宫徵 出迹在林薮<eos><eos><eos> |Ref:和乐变其哀
生民有恨将谁诉 老士无人不得人<eos> |Ref:花木无情只自红
分明六出瑞 不得一生名<eos><eos><eos> |Ref:隐映几枝开
怀君不可遇 不觉不相亲<eos><eos><eos> |Ref:聊持报一餐
蜀国多仙山 东南一年夕<eos><eos><eos> |Ref:峨眉邈难匹
云绕千峰驿路长 一年千里入清流<eos> |Ref:谢家联句待檀郎
秋天水西寺 秋夜水南山<eos><eos><eos> |Ref:古木宛陵城
十里次舟楫 一行一身老<eos><eos><eos> |Ref:二桥交往来
边城官尚恶 汉国人为并<eos><eos><eos> |Ref:况乃是羁游
争途苦不前 不得无所为<eos><eos><eos> |Ref:贫病遂连牵
静觉风微起 闲闻月照寒<eos><eos><eos> |Ref:寒过雪乍倾
落日山水好 秋风风雨寒<eos><eos><eos> |Ref:漾舟信归风
虞翻归有日 不见入门泉<eos><eos><eos> |Ref:莫便哭穷途
古来有弃妇 不得为金玉<eos><eos><eos> |Ref:弃妇有归处
雁声苦 鸟声来<eos><eos><eos><eos><eos> |Ref:蟾影寒
百里不逢人 一身无人事<eos><eos><eos> |Ref:角角雄雉鸣
裘温裹我足 <unk>白为文地<eos><eos><eos> |Ref:帽暖覆我头
诚知匹夫勇 不是不知身<eos><eos><eos> |Ref:何取万人杰
旧俗采菱处 新花香绿枝<eos><eos><eos> |Ref:津亭风景和
寄语长征客 相逢一夜吟<eos><eos><eos> |Ref:流年不易禁
野饭具藜藿 野栖卧鱼裘<eos><eos><eos> |Ref:永日亦不饥
檐前减燕菊添芳 窗上开帘竹满衣<eos> |Ref:燕尽庭前菊又荒
何处最伤心 何人不见人<eos><eos><eos> |Ref:关山见秋月
高若太空露云物 不知何处是人心<eos> |Ref:片白激青皆仿佛
别恋瞻天起 归来入水通<eos><eos><eos> |Ref:仁风应物生
闻驻行春旆 相逢入水山<eos><eos><eos> |Ref:中途赏物华
游湘有馀怨 不觉别离情<eos><eos><eos> |Ref:岂是圣人心
追琢他山石 何由得所思<eos><eos><eos> |Ref:方圆一勺深
花开堪折直须折 花叶不知无得归<eos> |Ref:莫待无花空折枝
冤魂不入地 何处不相逢<eos><eos><eos> |Ref:髑髅哭沙月
马骄风疾玉鞭长 一指金炉来别离<eos> |Ref:过去唯留一阵香
蘧瑗亦屡化 纵<unk>无所如<eos><eos><eos> |Ref:左丘犹有耻
多难身何补 闲言不可知<eos><eos><eos> |Ref:无家病不辞
小楼花簇钿山低 小女红妆满露匀<eos> |Ref:金雉双来蹋马齐
腊后春前更何事 一枝花落一枝花<eos> |Ref:便看经度奏东封
汀洲无浪复无烟 不觉春风满水风<eos> |Ref:楚客相思益渺然
青春白日不与我 白日不知何处归<eos> |Ref:当垆举酒劝君持
樵人归白屋 山鸟入青云<eos><eos><eos> |Ref:寒日下危峰
岁拾橡栗随狙公 一身不得无所为<eos> |Ref:天寒日暮山谷里
谓乘羔雁族 不敢为君归<eos><eos><eos> |Ref:继入凤凰池
此行三可羡 不见一年生<eos><eos><eos> |Ref:正值倒戈时
通籍蟠螭印 行子破刀<unk><eos><eos><eos> |Ref:差肩列凤舆
川横八练阔 水势千重长<eos><eos><eos> |Ref:山带五龙长
仓箱足可恃 白发心中死<eos><eos><eos> |Ref:归去傲吾庐
担浪浇秋芋 开帘入路书<eos><eos><eos> |Ref:缘滩取净苔
耻涉太行险 不知无海泉<eos><eos><eos> |Ref:羞营覆车粟
乌帽素餐兼施药 玉门春草作狂贫<eos> |Ref:前生多恐是医僧
何当君子愿 不得此心期<eos><eos><eos> |Ref:知不竞喧妍
爰候发生 式降景神<eos><eos><eos><eos> |Ref:式荐馨香
回转百里间 不知一相见<eos><eos><eos> |Ref:青山千万状
花前每被青蛾问 水上无怜玉玉歌<eos> |Ref:何事重来只一人
尽将觱篥来抄谱 不见金台上翠罗<eos> |Ref:先按君王玉笛声
黄沙枯碛无寸草 白发不知无处期<eos> |Ref:一日行过千里道
举头见秋山 不见春水流<eos><eos><eos> |Ref:万事都若遗
万里衔芦别故乡 一行歌舞满江山<eos> |Ref:云飞水宿向潇湘
九日龙山饮 千年春雨新<eos><eos><eos> |Ref:黄花笑逐臣
相逢传旅食 不见旧山林<eos><eos><eos> |Ref:临别换征衣
衣食支吾婚嫁毕 酒书同子子为陈<eos> |Ref:从今家事不相仍
洛阳城东桃李花 白头何处见长安<eos> |Ref:飞来飞去落谁家
铜炉华烛烛增辉 玉帐高临水树深<eos> |Ref:初弹渌水后楚妃
莫为诗家先见镜 不知诗句不知尘<eos> |Ref:被他笼与作艰难
犹把随和向泥滓 不知何处是君王<eos> |Ref:应怜疏散任天真
丈夫久漂泊 不敢为清风<eos><eos><eos> |Ref:神气自然沉
远远望何极 清凉清水中<eos><eos><eos> |Ref:矹矹势相迎
长钗坠发双蜻蜓 一缕罗屏香红软<eos> |Ref:碧尽山斜开画屏
万里交河水北流 一时归去一相逢<eos> |Ref:愿为双燕泛中洲
篇翰如云兴 何人不得归<eos><eos><eos> |Ref:京洛颇优游
闲床饶得石 高树自深苔<eos><eos><eos> |Ref:杂树少于松
我家吴会青山远 不得无人不可知<eos> |Ref:他乡关塞白云深
会须将入深山去 不得无人不得行<eos> |Ref:倚看云泉作老夫
因君贰邑蓝溪上 不得相逢无限情<eos> |Ref:遣我维舟红叶时
却笑萦簪组 无人入凤凰<eos><eos><eos> |Ref:劳心字远人
常恐今已没 不知何处行<eos><eos><eos> |Ref:须臾还复生
悠然谢主人 不见青云路<eos><eos><eos> |Ref:后岁当来觌
杀身获其所 不得不可知<eos><eos><eos> |Ref:为君构明堂
羽书如电入青琐 金鼎无人如白雪<eos> |Ref:雪腕如槌催画鞞
知汝远来应有意 不知春色不相亲<eos> |Ref:好收吾骨瘴江边
凝情尽日君知否 不觉春风一片花<eos> |Ref:真似红儿舞袖香
从此共君游 不知人不得<eos><eos><eos> |Ref:无烦用冠带
两京大道多游客 一日归心不可怜<eos> |Ref:每遇词人战一场
犹惭功未至 不得心如死<eos><eos><eos> |Ref:谩道近千篇
山翠万重当槛出 水连三入九华明<eos> |Ref:水华千里抱城来
岁绿闵以黄 日清云成华<eos><eos><eos> |Ref:秋节迸又穷
微风但觉杉香满 白雪如无水色寒<eos> |Ref:烈日方知竹气寒
哀弦古乐清人耳 不得相逢一年去<eos> |Ref:月露激寒哭秋鬼
下车劝僮仆 不得为清净<eos><eos><eos> |Ref:相顾莫叹息
邻妇饷田归 人书一夜啼<eos><eos><eos> |Ref:不见百花芳
十五为君婚 一杯不可知<eos><eos><eos> |Ref:二十入君门
州县供输罢 山门出马迟<eos><eos><eos> |Ref:追随鼓笛喧
谁怜不龟手 不见白云去<eos><eos><eos> |Ref:他处却封侯
九庙无尘八马回 一声相见不相逢<eos> |Ref:奉天城垒长春苔
天心惟助善 不得不知身<eos><eos><eos> |Ref:圣迹此开阳
牙签万轴裹红绡 石上千枝金红丝<eos> |Ref:王粲书同付火烧
老人勿遽起 不觉不相思<eos><eos><eos> |Ref:且待新月华
毛羽皆遭冻 金丝不解香<eos><eos><eos> |Ref:离褷不能翙
照牖三山火 开山一叶云<eos><eos><eos> |Ref:吹铃八极风
专城未四十 不见天上长<eos><eos><eos> |Ref:暂谪岂蹉跎
何事贶君偏得所 不知春色不相逢<eos> |Ref:只缘同是越航郎
稼穑既自种 山水无由期<eos><eos><eos> |Ref:牛羊还自牧
维岳降宰辅 不知生外心<eos><eos><eos> |Ref:维帝用忠良
夜久谁同坐 春风不见春<eos><eos><eos> |Ref:炉寒鼎亦澄
安得不死药 不能为其知<eos><eos><eos> |Ref:高飞向蓬瀛
祖逖方城镇 天明远海隅<eos><eos><eos> |Ref:安期外氏乡
周旗黄鸟集 汉帝青金盘<eos><eos><eos> |Ref:汉幄紫云回
海浪恬丹徼 山寒入白云<eos><eos><eos> |Ref:边尘靖黑山
蓬山高价传新韵 白马无知出地名<eos> |Ref:槐市芳年挹盛名
古来万事皆由命 不得无人不得知<eos> |Ref:何用临岐苦涕涟
时难何处披怀抱 不得春风入酒归<eos> |Ref:日日日斜空醉归
云迷入洞处 月照入楼前<eos><eos><eos> |Ref:水引出山门
