除却醉来开口笑 不知相见一年年<eos> |Ref:世间何事更关身
惆怅流年速 何人不得归<eos><eos><eos><eos> |Ref:看成白首翁
今宵照独立 一日不相见<eos><eos><eos><eos> |Ref:顾影自茕茕
潮冲虚阁上 不见一人知<eos><eos><eos><eos> |Ref:山入暮窗沈
老耻妻孥笑 不得不知心<eos><eos><eos><eos> |Ref:贫嗟出入劳
青林碧屿暗相期 水水青山无处处<eos><eos> |Ref:缓楫挥觥欲赋诗
长啸一无言 不得不相识<eos><eos><eos><eos> |Ref:陶然上皇逸
世外交初得 何人不得来<eos><eos><eos><eos> |Ref:林中契已并
借问邑人沈水事 不知何处到南山<eos><eos> |Ref:已经秦汉几千年
昔岁俱充赋 何以慰吾身<eos><eos><eos><eos> |Ref:同年遇有司
野水翻红藕 花枝落白莲<eos><eos><eos><eos> |Ref:沧江老白禽
何事今宵景 清风满楚烟<eos><eos><eos><eos> |Ref:无人解语同
崖深经炼药 不得不相亲<eos><eos><eos><eos> |Ref:穴古旧藏书
胡角引北风 一日一一生<eos><eos><eos><eos> |Ref:蓟门白于水
晨舂暮汲兮心何求 行疏清兮兮时还眠<eos> |Ref:涧户岩扉兮身自老
碑茔或半存 不知不可测<eos><eos><eos><eos> |Ref:荆棘敛幽魂
唯是无儿头早白 不知身后不相逢<eos><eos> |Ref:被天磨折恰平均
噪轩高树合 山色落花开<eos><eos><eos><eos> |Ref:惊枕暮山横
舟中无日不沙尘 不是人间不得时<eos><eos> |Ref:岸上空村尽豺虎
微物纵可采 不得不相思<eos><eos><eos><eos> |Ref:其谁为至公
黄河东注无时歇 一片秋风入水流<eos><eos> |Ref:注尽波澜名不灭
起戴乌纱帽 不知白发生<eos><eos><eos><eos> |Ref:行披白布裘
遥涵窗户冷 风雨满城寒<eos><eos><eos><eos> |Ref:近映冕旒清
浮云一别后 不是此生涯<eos><eos><eos><eos> |Ref:流水十年间
上将鏖兵又欲旋 不知长安见五人<eos><eos> |Ref:翠华巡幸已三年
活国名公在 何人不得来<eos><eos><eos><eos> |Ref:拜坛群寇疑
旧游易磨灭 不知不可论<eos><eos><eos><eos> |Ref:衰谢增酸辛
天骄远塞行 不见一人知<eos><eos><eos><eos> |Ref:出鞘宝刀鸣
夏游穷塞路 不见故乡人<eos><eos><eos><eos> |Ref:春醉负秦花
笼中江海禽 不见一相思<eos><eos><eos><eos> |Ref:日夕有归心
绛唇吸灵气 风吹一叶秋<eos><eos><eos><eos> |Ref:玉指调真声
迥与青冥合 天涯一日斜<eos><eos><eos><eos> |Ref:遥同江甸浮
兹辰聊属疾 不知不可论<eos><eos><eos><eos> |Ref:何日免殊方
龙泉闲古匣 不得不相识<eos><eos><eos><eos> |Ref:苔藓沦此地
诗家本多感 何人不得还<eos><eos><eos><eos> |Ref:况值广陵春
俸钱七八万 不得为文章<eos><eos><eos><eos> |Ref:给受无虚月
宁知一柱观 不是一生心<eos><eos><eos><eos> |Ref:却启四禅门
不遇无为化 何人不可论<eos><eos><eos><eos> |Ref:谁复得闲居
休夸此地分天下 不得青山不可寻<eos><eos> |Ref:只得徐妃半面妆
怨积徒有志 不得为吾生<eos><eos><eos><eos> |Ref:力微竟不成
满宫学士皆颜色 金印歌声入玉球<eos><eos> |Ref:江令当年只费才
舟楫欹斜疾 风风夜夜寒<eos><eos><eos><eos> |Ref:鱼龙偃卧高
黄昏一恸后 不见此生心<eos><eos><eos><eos> |Ref:夜半十起时
烟霞星盖七星坛 一人三十六年春<eos><eos> |Ref:想像先朝驻禁銮
江岛濛濛烟霭微 东山秋雨夜吟愁<eos><eos> |Ref:绿芜深处刷毛衣
绿浦待行桡 不知不可测<eos><eos><eos><eos> |Ref:玄猿催落月
蓬莱隔海虽难到 白首无山月未斜<eos><eos> |Ref:直上三清却不遥
禅师与诗客 何人不得来<eos><eos><eos><eos> |Ref:次第来相看
辄有时人至 不知长道心<eos><eos><eos><eos> |Ref:窗前白眼看
薛侯故乡处 何人不可寻<eos><eos><eos><eos> |Ref:五老峰西头
稍移井邑闲 不得不可测<eos><eos><eos><eos> |Ref:始悦登眺便
刘宠一钱 不为不知<eos><eos><eos><eos><eos> |Ref:廉范五袴
命服虽同黄纸上 不知不得一人书<eos><eos> |Ref:官班不共紫垣前
心事正堪尽 何人不可知<eos><eos><eos><eos> |Ref:离居宁太频
伏波初树羽 不见一人人<eos><eos><eos><eos> |Ref:待尔静川鳞
往与惠荀辈 不得不相亲<eos><eos><eos><eos> |Ref:中年沧洲期
提携翁及孙 不知不可得<eos><eos><eos><eos> |Ref:捧戴妇与姑
细雨弄春阴 风流满竹枝<eos><eos><eos><eos> |Ref:馀寒入昼深
鸣鞭静路尘 不得不可论<eos><eos><eos><eos> |Ref:籍籍谏垣臣
灵岩有路入烟霞 一片秋风白发天<eos><eos> |Ref:台殿高低释子家
受降追汉策 不得问吾家<eos><eos><eos><eos> |Ref:筑馆计戎和
山尽千旗出 风光入塞长<eos><eos><eos><eos> |Ref:郊平五校分
梦到飞魂急 山人不见稀<eos><eos><eos><eos> |Ref:书成即席遥
蕙风清水殿 不见一人行<eos><eos><eos><eos> |Ref:荷气杂天香
神其醉止 不为不知<eos><eos><eos><eos><eos> |Ref:降福无疆
连喝三回急急去 不知何处是君王<eos><eos> |Ref:欻然空里人头落
征途逢浐水 山河白云水<eos><eos><eos><eos> |Ref:忽似到秦川
上国莫归戎马乱 不知无是故山城<eos><eos> |Ref:故人何在塞鸿来
素艳拥行舟 不知不可测<eos><eos><eos><eos> |Ref:清香覆碧流
其中一虏语诸虏 杀地无人知汉兵<eos><eos> |Ref:尔苦非多我苦多
騃騃自总角 不得不相识<eos><eos><eos><eos> |Ref:不甘耕一廛
虎豹忌当道 何人不得名<eos><eos><eos><eos> |Ref:糜鹿知藏身
收情且为欢 不知不可测<eos><eos><eos><eos> |Ref:累日不知饥
缠臂绣纶巾 何人不得游<eos><eos><eos><eos> |Ref:貂裘窄称身
君家严君勇貔虎 不觉风流入白云<eos><eos> |Ref:作尹并州遏戎虏
浙江轻浪去悠悠 一片云生万里来<eos><eos> |Ref:望海楼吹望海愁
主人故相问 何人不得来<eos><eos><eos><eos> |Ref:惭笑不能言
论兵去商虐 不知天下民<eos><eos><eos><eos> |Ref:讲德兴周道
世路升沉合自安 玉楼楼上月明开<eos><eos> |Ref:故人何必苦相干
堪怜尹叟非关吏 不觉山河不见天<eos><eos> |Ref:犹向江南逐老聃
烟霭长薄含 不得不相见<eos><eos><eos><eos> |Ref:临流小溪涩
渔竿消日酒消愁 不见东风满水花<eos><eos> |Ref:一醉忘情万事休
忽闻风里度飞泉 一字青山不得春<eos><eos> |Ref:纸落纷纷如跕鸢
炎海韶州牧 天来不可论<eos><eos><eos><eos> |Ref:风流汉署郎
腊尽促归心 不知不可得<eos><eos><eos><eos> |Ref:行人及华阴
死者倍堪伤 不知无所为<eos><eos><eos><eos> |Ref:僵尸犹抱杵
今来鹦鹉洲边过 不见楼来月似来<eos><eos> |Ref:惟有无情碧水流
不见园花兼巷柳 不知春草满庭柯<eos><eos> |Ref:马头惟有月团团
华省惭公器 何由得远吟<eos><eos><eos> |Ref:沧江负钓师
朝阳凤安在 不见山阳春<eos><eos><eos> |Ref:日暮蝉独悲
浴日荡层空 云霞映晴映<eos><eos><eos> |Ref:浮天淼无畔
轩窗退残暑 无人得读书<eos><eos><eos> |Ref:风物迎萧辰
习乐莫习声 不得不能催<eos><eos><eos> |Ref:习声多顽聋
处处风光今日好 一时风雨半花愁<eos> |Ref:年年愿奉属车尘
道胜他图薄 天高日觉迟<eos><eos><eos> |Ref:身闲白日长
可叹凌波迹 无因见月吟<eos><eos><eos> |Ref:东川遂不流
畏人成小筑 不得得吾庐<eos><eos><eos> |Ref:褊性合幽栖
上知不可遏 白首不敢归<eos><eos><eos> |Ref:命以美语酬
好是风廊下 不见长叹处<eos><eos><eos> |Ref:遥遥挂褐裙
未知肝胆向谁是 不知不见千枝钱<eos> |Ref:令人却忆平原君
缅怀当途者 何必无相见<eos><eos><eos> |Ref:济济居声位
物役水虚照 山城空闭门<eos><eos><eos> |Ref:魂伤山寂然
宁辞浪迹远 风流风雨催<eos><eos><eos> |Ref:且贵赏心并
六朝明月唯诗在 一半清凉风事多<eos> |Ref:三楚空山有雁回
犹胜岭南看 不见白云期<eos><eos><eos> |Ref:雰雰不到地
转面流花雪 春风落叶花<eos><eos><eos> |Ref:登床抱绮丛
霭空迷昼景 万里见风尘<eos><eos><eos> |Ref:临宇借寒光
世乱英雄百战馀 御衣轻带紫莲红<eos> |Ref:孔明方此乐耕锄
还希师旷怀 一举不忍辞<eos><eos><eos> |Ref:见我心不轻
未许莺偷出汉宫 春歌新送入龙楼<eos> |Ref:上林初进半金笼
愁到天池翻 不知天地寒<eos><eos><eos> |Ref:相看不相识
前身应是梁江总 不得君卿向国恩<eos> |Ref:名总还曾字总持
雀啅北冈晓 风摇江树烟<eos><eos><eos> |Ref:僧开西阁寒
脱俗殊常调 春风已未催<eos><eos><eos> |Ref:潜工大有为
九江日落醒何处 一点长吟长雨风<eos> |Ref:一柱观头眠几回
款款效忠信 何处听鸿音<eos><eos><eos> |Ref:恩义皎如霜
壮士不言三尺剑 不知何处作龙骧<eos> |Ref:谋臣休道一丸泥
君王分辇坐 风景入文章<eos><eos><eos> |Ref:诸侯拜迎逆
为树信可玩 不得不相亲<eos><eos><eos> |Ref:论材何所施
斤磨片片雪 一径上高僧<eos><eos><eos> |Ref:椎隐连连珠
像前孤立影 山水满窗声<eos><eos><eos> |Ref:钟外数珠声
人道秋中明月好 月中空竹树秋声<eos> |Ref:欲邀同赏意如何
寄言搴芳者 不得不相逢<eos><eos><eos> |Ref:无乃后时人
桃花飘岫幌 红笑映香英<eos><eos><eos> |Ref:燕子语松关
渌沼春光后 春风夜色中<eos><eos><eos> |Ref:青青草色浓
已身不自晓 一夜不可闻<eos><eos><eos> |Ref:此外何思惟
岂无骨肉亲 不知心与他<eos><eos><eos> |Ref:岂无深相知
此时瞻相府 何必问江鸥<eos><eos><eos> |Ref:心事比旌悬
日守朱丝直 风吹碧玉圆<eos><eos><eos> |Ref:年催华发新
潭影竹间动 不知天地无<eos><eos><eos> |Ref:岩阴檐外斜
羡君犹壮健 不能黄玉卒<eos><eos><eos> |Ref:不枉度年华
天籁如击琴 一杯无秋起<eos><eos><eos> |Ref:泉声似摐铎
与看平湖上 风光满路岐<eos><eos><eos> |Ref:东流或片澌
膻腥逼绮罗 金弦声水咽<eos><eos><eos> |Ref:砖瓦杂珠玉
菊芳寒露洗 风雨夜堂明<eos><eos><eos> |Ref:杯翠夕阳曛
未谙沧海路 山白白云头<eos><eos><eos> |Ref:何处玉山岑
只应真典诰 不事识韩甥<eos><eos><eos> |Ref:消得苦磨研
君王谬殊宠 不知归别难<eos><eos><eos> |Ref:旌节此从戎
圆光照一海 万里生一生<eos><eos><eos> |Ref:远客在孤舟
邻州竞招请 不是归深国<eos><eos><eos> |Ref:书札何翩翩
照日类虹霓 秋声无食鼻<eos><eos><eos> |Ref:从风似绡练
入牖千重碎 花生百事长<eos><eos><eos> |Ref:迎风一半斜
欲明篱被风吹倒 不觉山前鸟入尘<eos> |Ref:过午门因客到开
谁能更使李轻车 一叶青苔买史青<eos> |Ref:收取凉州属汉家
始知同泰讲 何必问穷荒<eos><eos><eos> |Ref:徼福是虚言
春风上苑开桃李 红树青花捧玉台<eos> |Ref:诏许看花入御园
更乞大贤容小隐 不知不得得闲床<eos> |Ref:益看愚谷有光辉
澹景发清琴 清风满芳草<eos><eos><eos> |Ref:幽期默玄悟
故园肠断处 不见不可闻<eos><eos><eos> |Ref:日夜柳条新
归时常犯夜 不觉苦相时<eos><eos><eos> |Ref:云里有经声
庾楼今夜月 不见一人来<eos><eos><eos> |Ref:君岂在楼头
犹须副忧寄 不得谢公年<eos><eos><eos> |Ref:恤隐安疲民
寡妻群盗非今日 道道真为长春时<eos> |Ref:天下车书正一家
丑正在权臣 何人得君子<eos><eos><eos> |Ref:建旟千里外
朝从博徒饮 一为歌相催<eos><eos><eos> |Ref:暮有倡楼期
朝回离九陌 春日上三城<eos><eos><eos> |Ref:岛外赏残春
到头君作鬼 不得不为名<eos><eos><eos> |Ref:岂令男女贫
体元承夏道 不见上清风<eos><eos><eos> |Ref:推历法尧咨
野彴度春水 一日入江郭<eos><eos><eos> |Ref:山花映岩扉
但与正真友 不知心与闲<eos><eos><eos> |Ref:飘飖散遨嬉
行路艰难不复歌 一行归去一回头<eos> |Ref:故人荣达我蹉跎
怜君头半白 不得不相亲<eos><eos><eos> |Ref:其志竟不衰
富贵如疾颠 不得无力力<eos><eos><eos> |Ref:吾从老岩穴
玉帐笼应匝 花寒睡未销<eos><eos><eos> |Ref:牙旗倚更禁
倚疮老马收蹄立 曲岸狂花向日斜<eos> |Ref:避箭高鸿尽翅飞
九九道至成真日 一一无因一解篇<eos> |Ref:三界四府朝元节
湿花低桂影 寒日觉僧中<eos><eos><eos> |Ref:翻叶静泉光
别离已五年 不知何所求<eos><eos><eos> |Ref:尚在行李中
问牛悲衅钟 天子宠丰镐<eos><eos><eos> |Ref:说彘惊临牢
归来说向家 不知君子知<eos><eos><eos> |Ref:儿孙竟咨嗟
晓来日早才看毕 不得知君不得春<eos> |Ref:不觉自醉如恍惚
朝游尚同啄 不敢无为言<eos><eos><eos> |Ref:夕息当异林
入竹藤似蛇 松老无如书<eos><eos><eos> |Ref:侵墙水成藓
团圆手中扇 不知天上春<eos><eos><eos> |Ref:昔为君所持
诏书近迁移 何人为我事<eos><eos><eos> |Ref:组绶未及身
江皋见芳草 不知别离情<eos><eos><eos> |Ref:孤客心欲绝
此夜任孤棹 何处问无人<eos><eos><eos> |Ref:夷犹殊未还
闻道秋娘犹且在 不知何处不相逢<eos> |Ref:至今时复问微之
野水差新燕 春深啭好莺<eos><eos><eos> |Ref:芳郊哢夏莺
避楫时惊透 山床不慢<unk><eos><eos><eos> |Ref:猜钩每误牵
万古一骸骨 不得不得张<eos><eos><eos> |Ref:邻家递歌哭
鸟势去投金谷树 燕歌高动彩蛾低<eos> |Ref:钟声遥出上阳烟
紫陌欢声动 江边客思多<eos><eos><eos> |Ref:丹墀喜气盘
栏围红药盛 风动紫苞裁<eos><eos><eos> |Ref:架引绿萝长
到处公卿席 何人问远官<eos><eos><eos> |Ref:无辞酒醆深
凭高送春目 一日落西西<eos><eos><eos> |Ref:流恨伤千古
影照河阳妓 何人相见长<eos><eos><eos> |Ref:色丽平津闱
元子当传启 清恩入太休<eos><eos><eos> |Ref:皇孙合授询
物外须仙侣 何由得此心<eos><eos><eos> |Ref:人间要使君
谁到月明朝礼处 不知谁是故乡人<eos> |Ref:翠岩深锁荔枝烟
新年向国泪 不是故乡时<eos><eos><eos> |Ref:今日倚门心
六月初七日 不见一杯归<eos><eos><eos> |Ref:江头蝉始鸣
有无双惑遣 一度不能稀<eos><eos><eos> |Ref:真俗两缘同
金鸟飞传赞普闻 飞车出马出尘埃<eos> |Ref:建牙传箭集群臣
农夫舂旧谷 不复入清霜<eos><eos><eos> |Ref:蚕妾捣新衣
燕体伤风力 何由得不归<eos><eos><eos> |Ref:鸡香积露文
当年歌舞时 一度江南月<eos><eos><eos> |Ref:不说草离离
邂逅江鱼食 何人人子居<eos><eos><eos> |Ref:凄凉楚客招
今来卧嵩岑 一夜夜时声<eos><eos><eos> |Ref:何幸承幽音
兵法五十家 不得为我贫<eos><eos><eos> |Ref:浩荡如溟渤
怀君不可遇 不是此生人<eos><eos><eos> |Ref:聊持报一餐
兹焉毕馀命 一年不为年<eos><eos><eos> |Ref:富贵非吾曹
楼压黄河山满坐 月明高树一花里<eos> |Ref:风清水凉谁忍卧
离情同落叶 不是别离魂<eos><eos><eos> |Ref:向晚更纷纷
国士秉绳墨 金笔出荣簪<eos><eos><eos> |Ref:何以表坚贞
流苏持作帐 不得子相亲<eos><eos><eos> |Ref:芙蓉持作梁
倚楼临绿水 春草入青霄<eos><eos><eos> |Ref:一望解伤情
十载来夫家 不得不可论<eos><eos><eos> |Ref:闺门无瑕疵
玉勒留将久 天尘入建游<eos><eos><eos> |Ref:青楼梦不成
芳园知夕燕 花叶发空蝉<eos><eos><eos> |Ref:西郊已独还
海内八年战 不得一行迷<eos><eos><eos> |Ref:先生全一身
胡地苜蓿美 不觉草木滋<eos><eos><eos> |Ref:轮台征马肥
人随沙路向江村 白首秋山坐问多<eos> |Ref:余亦乘舟归鹿门
寄语棹船郎 相逢无限留<eos><eos><eos> |Ref:莫夸风浪好
少年早归来 不见江南去<eos><eos><eos> |Ref:梅花已飞翻
深夜湓浦月 月落客池冰<eos><eos><eos> |Ref:平旦炉峰烟
但得青天不下雨 不得何人是长安<eos> |Ref:上无苍蝇下无鼠
问屏何屈曲 一夜一杯醒<eos><eos><eos> |Ref:怜帐解周防
声长势未尽 一叶不堪闻<eos><eos><eos> |Ref:晓去夕还过
便令裁制为时服 一度开年不能冷<eos> |Ref:顿觉光荣上病身
不料至神物 不是此生意<eos><eos><eos> |Ref:有此大狼狈
三更风起寒浪涌 五马云峰明月明<eos> |Ref:取乐喧呼觉船重
野情随卷幔 花似待香房<eos><eos><eos> |Ref:军士隔重关
与春为别近 不是是长途<eos><eos><eos> |Ref:觉日转行迟
碧水色堪染 不觉梦离中<eos><eos><eos> |Ref:白莲香正浓
激扬衔箭虎 千年出山峦<eos><eos><eos> |Ref:疑惧听冰狐
澹景微阴正送梅 绿花千树一欢狂<eos> |Ref:幽人逃暑瘿楠杯
故人南台旧 何人不得同<eos><eos><eos> |Ref:一别如弦矢
还应毫末长 不得心心爱<eos><eos><eos> |Ref:始见拂丹霄
一等翘诚依此处 东方一寸千年壮<eos> |Ref:自然灵贶作梯媒
况逢旧亲识 不是是他乡<eos><eos><eos> |Ref:无不比鹣蟩
昔在羲和 不为不知<eos><eos><eos><eos> |Ref:湎淫不修
今之太守古诸侯 不得相逢相见远<eos> |Ref:出入双旌垂七旒
中心君讵知 不得君游王<eos><eos><eos> |Ref:冰玉徒贞白
汉代衣冠盛 无为问相为<eos><eos><eos> |Ref:尧年雨露多
野寺寒塘晓 风流落叶空<eos><eos><eos> |Ref:游人一梦分
寒亦不忧雪 一日不成人<eos><eos><eos> |Ref:饥亦不食人
前月事斋戒 不得为心神<eos><eos><eos> |Ref:昨日散道场
山川忆处近 不见不相思<eos><eos><eos> |Ref:形影梦中归
款关一问讯 不是在南溟<eos><eos><eos> |Ref:为我披衣裳
昔吾游箕山 白发生心悟<eos><eos><eos> |Ref:朅来涉颍水
未曾得向行人道 不得相逢不见花<eos> |Ref:不谓离情莫折伊
云起龙沙暗 风凝水水清<eos><eos><eos> |Ref:木落雁门秋
尘匣元开镜 清泠万象吹<eos><eos><eos> |Ref:风帘自上钩
但恐清夜徂 清眺清深永<eos><eos><eos> |Ref:讵悲朝景暮
欲问任公子 不得不相亲<eos><eos><eos> |Ref:垂纶意若何
及物非吾事 何人不得来<eos><eos><eos> |Ref:聊且顾尔私
邪气悖正声 不觉无人说<eos><eos><eos> |Ref:郑卫生其间
玉蕊天中树 风吹水上山<eos><eos><eos> |Ref:金闺昔共窥
休浣通玄旨 清池照紫霞<eos><eos><eos> |Ref:留僧昼掩关
空山满清光 一日如一夕<eos><eos><eos> |Ref:水树相玲珑
云房出定后 不觉为君歌<eos><eos><eos> |Ref:岳月在池西
几府争驰毛义檄 一乡归去别刘公<eos> |Ref:一乡看侍老莱衣
贵尽人间礼 何由得不同<eos><eos><eos> |Ref:宁知逝者魂
著意黄庭岁久 不知今日长安<eos><eos> |Ref:留心金碧年深
此日相逢魂合断 一生风浪与君同<eos> |Ref:赖君身事渐飞冲
酒酣不识关西道 不得不知君子知<eos> |Ref:却望春江云尚残
腥臊海边多鬼市 犬沈横笛起行斜<eos> |Ref:岛夷居处无乡里
八族未来谁北拱 五章新拜不无军<eos> |Ref:四凶犹在莫南巡
幽人重其德 不能为我将<eos><eos><eos> |Ref:徙植临前堂
肃穆庙堂上 不得不可见<eos><eos><eos> |Ref:深沉节制雄
暗想山中伴 人随水上飞<eos><eos><eos> |Ref:如今尽白头
物华荡暄气 天心生远天<eos><eos><eos> |Ref:春景媚晴旭
旖旎香风绕指生 黄金千叠象光和<eos> |Ref:千声妙尽神仙曲
西风天际雁 一去海行山<eos><eos><eos> |Ref:落日渡头人
金罍纵倾倒 一旦无遗束<eos><eos><eos> |Ref:碧露还鲜醒
一与交亲会 何人得白头<eos><eos><eos> |Ref:空贻别后伤
凤门高对鹿门青 万里同来不见乡<eos> |Ref:往岁经过恨未平
宛转复宛转 不见一片斜<eos><eos><eos> |Ref:忆君更未央
初阳到古寺 独坐看山雪<eos><eos><eos> |Ref:宿鸟起寒林
