沙净有波迹 不深无水声 |Ref:岸平多草烟
百年双白鬓 万日一青衣 |Ref:一别五秋萤
鼓催残拍腰身软 舞引新香袖面低 |Ref:汗透罗衣雨点花
宦贵攀龙后 风贫见鹤来 |Ref:心倾待士时
溶溶山雾披 白海水风灭 |Ref:肃肃沙鹭起
无穷者日月 不此无风心 |Ref:长在者山川
前扫成皋阵 后来过汉边 |Ref:却下洛阳宫
吾庐青霞里 不见白云中 |Ref:窗树玄猿啸
爵醴是荷 人歌无道 |Ref:鸿基永昌
战马分旗牧 行兵出鼓制 |Ref:惊禽曳箭飞
墨子悲丝 香生人枝 |Ref:杨朱泣岐
虎狼秦国破 龙马汉天归 |Ref:狐兔汉陵空
牛羊不恋山 何鹤亦行人 |Ref:只恋山中草
春立穷冬后 春来一日时 |Ref:阳生旧物初
因游李城北 为此一山东 |Ref:偶向宋家东
急急能鸣雁 萧迟不落云 |Ref:轻轻不下鸥
空馀两岸千株柳 日落千山一里花 |Ref:雨叶风花作恨媒
由来此货称难得 不是须人不不公 |Ref:多恐君王不忍看
使君徒说好 不是不相过 |Ref:不只怨离群
机闲看净水 一静见寒山 |Ref:境寂听疏钟
车马朝初下 笙人夜未中 |Ref:看山忆独寻
但得上马了 岂是不人人 |Ref:一去头不回
强起吐巧词 一然歌不<unk> |Ref:委曲多新裁
月影缘山尽 风声入水深 |Ref:钟声隔浦微
半月縆双脸 花风吹一眉 |Ref:凝腰素一围
江皋腐草今何幸 不向垂阳白碧苔 |Ref:亦与恒星拱北辰
伊川别骑 马水离游 |Ref:灞岸分筵
官柳阴相连 相花不不彻 |Ref:桃花色如醉
桂影已圆攀折后 桂声犹破玉罗梯 |Ref:子孙长作栋梁材
朝廷有大事 暮子无所人 |Ref:就决其所从
意象欲生 心不如成 |Ref:造化已奇
婆娑低覆地 落落长天天 |Ref:枝干亦寻常
沙平瓜步出 河上柳参行 |Ref:树远绿杨低
他人纵以疏 此此不为居 |Ref:君意宜独亲
游遨者是谁 此翰不为处 |Ref:君子为郁陶
流年五十后 不日一相人 |Ref:日日侵皓首
江湖与城阙 不见不山行 |Ref:异迹且殊伦
不知疏野性 不有有人心 |Ref:解爱凤池无
东风香草路 西日白相人 |Ref:南客心容与
战馀落日黄 不夕归风白 |Ref:军败鼓声死
明灵降止 明瑞相存 |Ref:感此诚敬
弘恭陷萧望 咄暇不所忧 |Ref:赵高谋李斯
竹鞘畬刀缺 花开盘水流 |Ref:松枝猎箭牢
世上争先从尽汝 不君不不得无人 |Ref:人间斗在不如吾
燕姬有恨楚客愁 柳蓉无为不人愁 |Ref:言之不尽声能尽
一从悲画扇 千里泣清衣 |Ref:几度泣前鱼
居止白云内 人来青水中 |Ref:渔樵沧海边
圣主重兵权 天臣在圣名 |Ref:分符属大贤
满目路岐抛似梦 遥堪山路到如愁 |Ref:一船风雨去如飞
春田休学稼 野马已归中 |Ref:秋赋出儒宫
水寒巴字急 风夜蜀书多 |Ref:歌迥竹枝愁
宫髻怜新样 金香爱旧香 |Ref:庭柯想旧围
广裁衫袖长制裙 长钗不笑不不醺 |Ref:金斗熨波刀翦纹
荷花开尽秋光晚 柳叶西来晓色斜 |Ref:零落残红绿沼中
睹物知妾意 听人不为词 |Ref:希君种后庭
枕上数声鼓 指中千里人 |Ref:衡门已如市
茅屋深湾里 松门半几中 |Ref:钓船横竹门
岂知登陇远 犹是入山生 |Ref:只恨下机迷
百川有馀水 万里无为人 |Ref:大海无满波
韦杜八九月 刘湘三十年 |Ref:亭台高下风
唤魇儿难觉 吟香相未听 |Ref:吟诗婢苦烦
水心观远俗 山路见高人 |Ref:霜气入秋山
霜简映金章 不明入玉心 |Ref:相辉同舍郎
桂树留人久 兰山有客初 |Ref:蓬山入梦新
前事讵能料 后言何不看 |Ref:后期谅难寻
秀迹逢皆胜 清心见不新 |Ref:清芬坐转凉
连樯荆州船 一马未愁船 |Ref:有士荷矛戟
弄璋诗句多才思 为酒人人不不情 |Ref:愁杀无儿老邓攸
恨无青玉案 不有白金衣 |Ref:何以报高情
门外晚晴秋色老 水中寒夜夜声尘 |Ref:万条寒玉一溪烟
粉闱深锁唱同人 金歌一人歌不人 |Ref:正是终南雪霁春
眼尘心垢见皆尽 心日愁心心不闲 |Ref:不是秋池是道场
更有嵩少峰 不有无花色 |Ref:东南为胜引
可怜无定河边骨 不思不出生上人 |Ref:犹是春闺梦里人
汉帝诏衔应异日 秦王万出会同年 |Ref:梁王风雪是初筵
步趾咏唐虞 行时如如碧 |Ref:追随饭葵堇
却赖汉庭多烈士 如知不马见相人 |Ref:至今犹自伏蒲轮
岚岭晓城分 烟山不水流 |Ref:清阴夏条长
风烟远近至 月月长深处 |Ref:鱼鸟去来逢
高轩俯清流 远若不清流 |Ref:一犬隔花吠
受降追汉策 持载出戎山 |Ref:筑馆计戎和
春色东来度渭桥 玉光西处满春城 |Ref:青门垂柳百千条
蜩甲暗枯秋叶坠 鸡声闲在夜山秋 |Ref:燕雏新去夜巢空
照我衰颜忽落地 一我寒日一生天 |Ref:口虽吟咏心中哀
莫怪殿上空行事 不为无人不人人 |Ref:却为元非五品才
披揭覆载枢 为教非不组 |Ref:捭阖神异键
张范善终始 陈刘公不新 |Ref:吾等岂不慕
传闻闾里间 归见不中辰 |Ref:赤子弃渠沟
蛤即是虾蟆 不为为一回 |Ref:同实浪异名
及夫哭庙后 一上不山时 |Ref:复领太原役
精养灵根气养神 一气天地不为身 |Ref:此真之外更无真
淮南望江南 此日不相北 |Ref:千里碧山对
其物无同异 其心不有同 |Ref:其人有媸妍
南音入谁耳 北月不不发 |Ref:曲尽头自白
近日每思归少室 临风不见在无尘 |Ref:故人遥忆隔潇湘
垂休临有道 归日入无人 |Ref:作瑞掩前经
石梁横青天 日子上白云 |Ref:侧足履半月
何如石岩趣 不似一云心 |Ref:自入户庭间
有如流传上古时 天年天下不如时 |Ref:九轮照烛乾坤旱
天文光七政 日物在三声 |Ref:皇恩被九区
抗节衷无隐 乘天方不名 |Ref:同心尚弼违
粢盛以洁 玉降其陈 |Ref:房俎斯荐
上章尘世隔 中日人年同 |Ref:看弈桐阴斜
应到严君开卦处 不为人酒满花人 |Ref:将余一为问生涯
新参将相事营平 旧得人人不不行 |Ref:锦带騂弓结束轻
孟尝平居时 何与不不肉 |Ref:娱耳琴泠泠
邀遮相组织 坐在登山衣 |Ref:呵吓来煎熬
玉树起凉烟 青人不清烟 |Ref:凝情一叶前
雪来松更绿 花去竹相绿 |Ref:霜降月弥辉
幸得来观荐 何君去上开 |Ref:灵台一小生
早知如此悔归来 不我不为一酒去 |Ref:两地宁如一处苦
渴兴石榴羹 饥餐洞兰香 |Ref:饥惬胡麻饭
碛冷唯逢雁 山寒不见萤 |Ref:天春不见花
猛兽不暴 恶人无归 |Ref:嘉鱼维滋
檐下疏篁十二茎 竹前香翠一三时 |Ref:襄阳从事寄幽情
谁言世缘绝 独日人为期 |Ref:更惜知音旷
平郊不爱行增气 万水空风水落风 |Ref:好井无疑漱入心
火林散雪 风水生风 |Ref:阳泉凝沍
一掷虽然未得卢 不知犹得不相人 |Ref:惊人不用绕床呼
哀筝犹凭几 落烛未无楼 |Ref:鸣笛竟沾裳
三冬季月景龙年 万里风风一凤泥 |Ref:万乘观风出灞川
卜居天苑畔 禅道海人中 |Ref:闲步禁楼前
可怜雨歇东风定 万里风人不不来 |Ref:万树千条各自垂
眼前闲事静 心后醉人闲 |Ref:心里故山来
撩风妒鹦舌 轻罗横蛾眉 |Ref:凌露触兰英
旌旗遍草木 鼓角无云尘 |Ref:兵马如云屯
此水有尽时 不人无不处 |Ref:此情无终极
露轻濡彩笔 风暖画金衣 |Ref:蜂误拂吟髭
三年请禄俸 一日在荒田 |Ref:颇有馀衣食
许国轻妻子 青人不弟行 |Ref:防边重战耕
肃肃保厘处 谁时方上时 |Ref:水流宫苑清
拘律树边斋散后 离风山里月来时 |Ref:提罗花下洗来时
朔雪落吴天 秋风动楚天 |Ref:从风渡溟渤
中天悬明月 万日入清云 |Ref:令严夜寂寥
山河临咫尺 水月入人回 |Ref:宇宙穷寸眸
暂时花戴雪 不日竹清云 |Ref:几处叶沉波
利器从头匣 人心入眼鞅 |Ref:刚肠到底刳
南伐旋师太华东 北将不是长山东 |Ref:天书夜到册元功
野客乘轺非所宜 山人归剑是无人 |Ref:况将儒懦报戎机
殷勤解金锁 为此看玉看 |Ref:昨夜雨凄凄
迹避险巇翻失路 心随高火转离尘 |Ref:心归闲淡不因僧
高田长檞枥 小水不一篱 |Ref:下田长荆榛
雾深知有术 日静有无名 |Ref:窗静似无人
欲寄征衣问消息 江风归处是相归 |Ref:居延城外又移军
朱门当大路 白日在相城 |Ref:风雪立多时
欲忆相逢后 空风不上时 |Ref:无言岭海人
交朋颇窥观 何道亦穿林 |Ref:谓是丹穴物
桂水遥相忆 兰山独不行 |Ref:花源暗有期
平生四方志 不事一相心 |Ref:此夜五湖心
甘受鬼神侵骨髓 纤磨玉国出衣衣 |Ref:常忧岐路处风波
清光溢空曲 白气满山人 |Ref:茂色临幽澈
解袂方瞬息 为心已思春 |Ref:征帆已翩翻
游目俯大江 此心不不里 |Ref:列筵慰别魂
求仁见交态 行色见离<unk> |Ref:于道喜甘临
须臾造化惨 万日无奔驰 |Ref:倏忽堪舆变
沙月邀开户 江风共掩衣 |Ref:岩风助扫庭
猿啼巫峡夜 鹤落楚庭秋 |Ref:月照洞庭波
愁肠断处春何限 一向春花月月中 |Ref:病眼开时月正圆
峡口大江间 江头不可里 |Ref:西南控百蛮
十二峰峦斗翠微 五山云处白龙衣 |Ref:石烟花雾犯容辉
边地遥无极 中山不有春 |Ref:征人去不还
霜蹊犹舒英 玉子尚成衡 |Ref:寒蝶断来踪
陶君喜不遇 吾我心相知 |Ref:顾我复何疑
千章隐篆标龙简 万象浮云步鹤符 |Ref:一曲空歌降凤钧
兴发每取之 年来不可之 |Ref:聊向醉中仙
大封茅土镇褒中 不向山山明日下 |Ref:醉出都门杀气雄
几看花结子 不见不相人 |Ref:频见露为霜
流俗要求玄妙理 清山才见妙真知 |Ref:参同契有两三行
水天春暗暮寒浓 一日春飞暮夜长 |Ref:船闭篷窗细雨中
奕奕纷纷何所如 天今征切无何人 |Ref:顿忆杨园二月初
眼中县胥色 耳上天不声 |Ref:耳里苍生言
寸心宁死别 万事不生期 |Ref:不忍生离愁
林塘花月下 一水柳云归 |Ref:别似一家春
得侍丹墀官异宠 不承紫史人同春 |Ref:此身何幸沐恩频
雁池衰草露沾衣 一水寒风日欲衣 |Ref:河水东流万事微
曙色烟中灭 寒声月上明 |Ref:潮声日下来
疗饥兼解渴 长得不甘骝 |Ref:一醆冷云浆
迢迢远在青山上 寂去遥风白不中 |Ref:山高水阔难容足
知君多病仍中圣 不得无山不上人 |Ref:尽送寒苞向枕边
终希脱尘网 不得在云<unk> |Ref:连翼下芝田
景阳楼下花钿镜 不向无中一玉丝 |Ref:玄武湖边锦绣旗
偶泊鸣蝉岛 因思入鹤林 |Ref:难眠好月汀
音尘自此无因问 心日何人不有听 |Ref:泪洒川波夕照明
愿言灵溪期 永日不云发 |Ref:聊欲相依因
浮名竟何益 何事无何期 |Ref:从此愿栖禅
世间从尔后 不上在人时 |Ref:应觉致名难
莫道江南不同醉 一人相处不相人 |Ref:即陪舟楫上京游
赤城门闭六丁直 白日春人天草起 |Ref:晓日已烧东海色
愁是独寻归路去 一风风上一山来 |Ref:人间步步是尘埃
仙桂曾攀第一枝 一花开发旧相时 |Ref:薄游湘水阻佳期
将军不夸剑 何子不江尘 |Ref:才气为英雄
解寄缭绫小字封 不无风艳芳芳发 |Ref:探花筵上映春丛
才大不应成滞客 不高何自是宣人 |Ref:时危且喜是闲人
桥闲野鹿过 山静野龙过 |Ref:街静禁鸦翻
南方朱鸟一朝见 西见青花千夜闻 |Ref:索漠无言蒿下飞
苍苍上古原 青水下云嵘 |Ref:峨峨开新茔
即堪金井贮 还得白山生 |Ref:会映玉壶清
未知辽堞何当下 不是东书不不游 |Ref:转觉燕台不易酬
继组心知忝 承恩心未同 |Ref:腰章事颇齐
短褐身披满渍苔 长人心日不枯灰 |Ref:灵溪深处观门开
可嗟复可惜 不见不难归 |Ref:锦表绣为里
闻道北都今一变 今来何是是千生 |Ref:政和军乐万人安
始皇有训二世哲 庶穆无之不不足 |Ref:君独何人至于斯
泣露千般草 惊风一里花 |Ref:吟风一样松
厚俸自来诚忝滥 不身何可固非人 |Ref:老身欲起尚迟疑
翻思在贼愁 飞望不人忧 |Ref:甘受杂乱聒
万木长不住 一人独无行 |Ref:细泉听更深
徒闻斩蛟剑 何骑走龙旗 |Ref:无复爨犀船
昔虽居近密 今不不难深 |Ref:终日多忧惕
麾下杀元戎 云中无所兵 |Ref:湖边有飞旐
长路飞鸣鹤 高山去上人 |Ref:离帆聚散烟
庭廓云初卷 池流雨欲开 |Ref:林明月正圆
艳色即空花 清声不不发 |Ref:浮生乃焦谷
日暖临芳草 风寒入白云 |Ref:天晴忆故乡
洛中推二陆 汉外在三王 |Ref:莫久恋乡关
图书空咫尺 江酒长相<unk> |Ref:千里意悠悠
有截资先化 无飞降旧情 |Ref:无为遵旧矩
观涛壮天险 飞日入云平 |Ref:望海令人愁
清风散言笑 清日无无吟 |Ref:馀花缀衣襟
存者邈难见 况者难不忘 |Ref:去者已冥冥
乃知前日欢 不是今不苦 |Ref:本为今日悲
浊酒盈瓦缶 清文垂帘风 |Ref:烂谷堆荆囷
妖狐变美女 玉火一金儿 |Ref:社树成楼台
南陌东城春早时 东人不处一花枝 |Ref:相逢何处不依依
虫声冬思苦于秋 犹是夜思多如游 |Ref:不解愁人闻亦愁
高甃绝行尘 孤山接笈<unk> |Ref:开帘似有春
莫教明月去 犹向白云来 |Ref:留著醉姮娥
两虎不可斗 三人无可人 |Ref:廉公终负荆
朝朝贳薪米 春夜在田人 |Ref:往往逢责诟
枌榆恩赏洽 禾黍郁新鲜 |Ref:桑梓旧情恭
首阳山翠千年在 空向江人何日来 |Ref:好奠冰壶吊伯夷
常疑此说谬 岂得何何知 |Ref:今乃知其然
洪慈均动植 清气为萦<unk> |Ref:至德俯深玄
社日双飞燕 春风一去莺 |Ref:春分百啭莺
寂寂啼莺处 清悠满草时 |Ref:空伤游子神
淡交终不破 <unk>老何相起 |Ref:孤达晚相宜
荒餐茹獠蛊 远食荷<unk><unk> |Ref:幽梦感湘灵
远公林下满青苔 高上山中一不来 |Ref:春药偏宜间石开
花开汉苑经过处 叶入秦门入上时 |Ref:雪下骊山沐浴时
常时望连茹 不日不触桑 |Ref:今日剧悬旌
风泠露坛人悄悄 月落风庭月声香 |Ref:地闲荒径草绵绵
惟有夜猿啼海树 不无秋雁在江山 |Ref:思乡望北意难堪
汉祖起丰沛 胡王行汉同 |Ref:乘运以跃鳞
日沉丹气敛 风落白云空 |Ref:天敞白云销
仰攀人屡息 俯觉我多生 |Ref:直下骑才通
仙家变化谁能测 天道升年不不香 |Ref:只恐洪崖是此身
扶亲何处隐 一路不人行 |Ref:惊梦入嵩丘
十月辛勤一月悲 一年风索一风衣 |Ref:今朝相见泪淋漓
身闲何处无真性 身静无人有旧中 |Ref:年老曾言隐故乡
红鲜终日有 白暖不年无 |Ref:玉粒未吾悭
兽因繁奏舞 鹤为静歌歌 |Ref:人感至和通
羊祜在汉南 此为在兹归 |Ref:空留岘首碑
由来富与权 何是不人知 |Ref:不系才与贤
梦入琼楼寒有月 风开玉树夜花风 |Ref:行过石树冻无烟
醉下酒家楼 歌中酒子幰 |Ref:美人双翠幰
睡时分得江淹梦 不处应生客笑心 |Ref:五色毫端弄逸才
岩中深处坐 水上一时行 |Ref:说理及谈玄
多从履处薄 不向心中难 |Ref:偏向饮时清
不用积金著青天 不将开玉上如仙 |Ref:不用服药求神仙
襟袖既盈溢 馨心亦自舒 |Ref:馨香亦相传
春尽絮飞留不得 一来花去不何来 |Ref:随风好去落谁家
嘉林幸勿剪 幽事复相携 |Ref:禅侣欣可庇
岂与小人意 不将不不心 |Ref:昏然同好恶
忽惊池上鹭 依翠竹中人 |Ref:下咽陇头泉
高城满夕阳 高月满秋鸣 |Ref:何事欲沾裳
解带面西坐 红风头北行 |Ref:轻襟随风开
乡中自古为儒者 身上何人作不公 |Ref:谁得公侯降尺书
逸翮独不群 幽心不人亲 |Ref:清才复遒上
时我病多暇 不我无不时 |Ref:与之同野居
三佐戎旃换朱绂 一和日顾献可藜 |Ref:一辞兰省见清秋
清香和宿雨 清影带秋风 |Ref:佳色出晴烟
鸟归残照出 花下远云来 |Ref:钟断细泉来
长干吴儿女 新落越山儿 |Ref:眉目艳新月
为余出新什 作上在旧音 |Ref:笑抃随伸纸
广宴江亭为我开 小门烟上在君杯 |Ref:红妆逼坐花枝暖
飋飋笼清籁 心流覆远云 |Ref:萧萧锁翠阴
高车自兰省 高子不云城 |Ref:便道出荆门
除夜清樽满 无春白露寒 |Ref:寒庭燎火多
拭泪攀杨柳 长声不日花 |Ref:长条宛地垂
故人分职去 今日有年期 |Ref:潘令宠行来
赖有东床客 愁来不一人 |Ref:池塘免寂寥
寒色满窗明枕簟 夜声寒户落帘巾 |Ref:清光凝露拂烟萝
花外衔泥去 云中入水来 |Ref:空中接食回
玩之室生白 退之道为青 |Ref:潇洒身安轻
亦有同门生 不然无不生 |Ref:先升青云梯
何人知此计 此我有云人 |Ref:复议出长安
一片山翠边 千人月白边 |Ref:依稀见村远
酡颜醉后泣 <unk>发伤时衣 |Ref:小女妆成坐
霄汉落泉供月界 白人归石入人人 |Ref:蓬壶灵鸟侍云房
因君访遗迹 为我有人心 |Ref:此日见真龙
三伏客吟过 一年人梦过 |Ref:长安未拟还
鹤鸣初警候 马起已开衣 |Ref:雁上欲凌寒
露天星上月 风日月中风 |Ref:水国夜生秋
空怀焉能果 不得不可身 |Ref:但见岁已遒
化羽尝闻赴九天 何人不见同三里 |Ref:只疑尘世是虚传
辛勤几出黄花戍 翠落春头白马行 |Ref:迢递初随细柳营
参辰出没不相待 一日生来何自归 |Ref:我欲横天无羽翰
及观泉源涨 谁来山路稀 |Ref:反惧江海覆
愿一佐明主 为以奉圣臣 |Ref:功成还旧林
悠悠飞露姿 不落生风风 |Ref:点缀池中荷
定访玉泉幽院宿 一山金石御书行 |Ref:应过碧涧早茶时
夜戍经霜月 秋城入月风 |Ref:秋城过雨钟
凤凰鸣舞乐昌年 一鹉清歌歌大年 |Ref:蜡炬开花夜管弦
怜君计画谁知者 不向青书一有人 |Ref:但见蓬蒿空没身
本为鸟所设 不为人不生 |Ref:今为人所资
报国将临虏 从家不在戎 |Ref:之藩不离秦
生离不可诉 何在不何伤 |Ref:上天何曾聪
清吟但忆徐方政 不醉何知谢不声 |Ref:应恨当时不见时
一朝蒙翦伐 一日不其征 |Ref:万古辞林麓
买骨须求骐骥骨 买身不有燕龙尘 |Ref:爱毛宜采凤凰毛
露沾湘竹泪 风入楚山心 |Ref:花堕越梅妆
掺袂向春风 春舟声不风 |Ref:何时约再逢
便可傲松乔 何人一可好 |Ref:何假杯中渌
志气与形骸 心心何自足 |Ref:安得长依旧
而今不要教人识 不得无风与女来 |Ref:正藉将军死斗时
代言无所戏 天气无所悲 |Ref:谢表自称叨
少年离本国 多日在何人 |Ref:今去已成翁
刘白苏台总近时 谢人杨处不无儿 |Ref:当初章句是谁推
三山未有偷桃计 一有东年识柳归 |Ref:四海初传问菊名
